#separator:tab
#html:true
#columns:Key	Radical	Variant1	Variant2	ReferenceVariants	Pinyin	Meaning	MemberChars	Productivity	Frequency	Decomposition	MemberDecomp	Note	Link	Tags
#tags column:15
几:ji1	几				jī	table	凡机风船微沉抗航	114	211	once:丿+㇠	凡=几+丶|机=木+几|风=几+乂|船=舟+?|微=彳+?|沉=氵+冗|抗=扌+亢|航=舟+亢	Also a phonetic component (jī / jǐ) — appears in 机, 飢, 肌.	https://hanzicraft.com/dashboard/character/%E5%87%A0%E5%87%A1%E6%9C%BA%E9%A3%8E%E8%88%B9%E5%BE%AE%E6%B2%89%E6%8A%97%E8%88%AA	kangxi-radical radical-structural
凵:qu1	凵				qū	(open box)	凶函由山离黄脑演	127		once:冂×2	凶=凵+乂|函=凵+?|由=?+凵|山=丨+凵|离=?+禸|黄=龷+?|脑=月+?|演=氵+寅		https://hanzicraft.com/dashboard/character/%E5%87%B5%E5%87%B6%E5%87%BD%E7%94%B1%E5%B1%B1%E7%A6%BB%E9%BB%84%E8%84%91%E6%BC%94	kangxi-radical radical-structural
勹:bao1	勹				bāo	wrap	勾包的物像象约易	278		once:㇆+㇒	勾=勹+厶|包=勹+巳|的=白+勺|物=牛+勿|像=亻+象|象=⺈+?|约=纟+勺|易=日+勿		https://hanzicraft.com/dashboard/character/%E5%8B%B9%E5%8B%BE%E5%8C%85%E7%9A%84%E7%89%A9%E5%83%8F%E8%B1%A1%E7%BA%A6%E6%98%93	kangxi-radical radical-structural
匕:bi3	匕				bǐ	spoon	化北些它此老比论	117	3246	once:乚+㇒	化=亻+匕|北=匕|些=此+二|它=宀+匕|此=止+匕|老=耂+匕|比=匕|论=讠+仑		https://hanzicraft.com/dashboard/character/%E5%8C%95%E5%8C%96%E5%8C%97%E4%BA%9B%E5%AE%83%E6%AD%A4%E8%80%81%E6%AF%94%E8%AE%BA	kangxi-radical radical-structural
匚:fang1	匚				fāng	(right open box)	匣区越医派甚欧巨	110	5437	once:一+㇗	匣=匚+甲|区=匚+乂|越=走+戉|医=匚+矢|派=氵+?|甚=甘+匹|欧=区+欠|巨=匚+?		https://hanzicraft.com/dashboard/character/%E5%8C%9A%E5%8C%A3%E5%8C%BA%E8%B6%8A%E5%8C%BB%E6%B4%BE%E7%94%9A%E6%AC%A7%E5%B7%A8	kangxi-radical radical-structural
匸:xi3	匸				xǐ	hiding enclosure	望忙亡忘荒慌赢茫	34		once:匚×2	望=肓+王|忙=忄+亡|亡=匸+丶|忘=亡+心|荒=芒+?|慌=忄+荒|赢=𣎆+贝|茫=艹+汒		https://hanzicraft.com/dashboard/character/%E5%8C%B8%E6%9C%9B%E5%BF%99%E4%BA%A1%E5%BF%98%E8%8D%92%E6%85%8C%E8%B5%A2%E8%8C%AB	kangxi-radical radical-structural
卜:bu3	卜				bǔ	divination	占卦不下还外处否	158	1976	once:丨+丶	占=⺊+口|卦=圭+卜|不=丆+卜|下=一+卜|还=辶+不|外=夕+卜|处=夂+卜|否=不+口		https://hanzicraft.com/dashboard/character/%E5%8D%9C%E5%8D%A0%E5%8D%A6%E4%B8%8D%E4%B8%8B%E8%BF%98%E5%A4%96%E5%A4%84%E5%90%A6	kangxi-radical radical-structural
厂:han4	厂				hàn	cliff	厚原产感广历严愿	226	961	once:㇕×2	厚=?+子|原=厂+𤽄|产=立+厂|感=咸+心|广=厂+丶|历=厂+力|严=亚+厂|愿=原+心	Also reads: chǎng<br>'Cliff' radical — used in chars about cliffs, factories, weight: 厂, 厚, 原, 厌.	https://hanzicraft.com/dashboard/character/%E5%8E%82%E5%8E%9A%E5%8E%9F%E4%BA%A7%E6%84%9F%E5%B9%BF%E5%8E%86%E4%B8%A5%E6%84%BF	kangxi-radical radical-structural
厶:si1	厶				sī	private	去会能么法动公统	238		once:㇛+丶	去=土+厶|会=人+云|能=䏍+?|么=丿+厶|法=氵+去|动=云+力|公=八+厶|统=纟+充		https://hanzicraft.com/dashboard/character/%E5%8E%B6%E5%8E%BB%E4%BC%9A%E8%83%BD%E4%B9%88%E6%B3%95%E5%8A%A8%E5%85%AC%E7%BB%9F	kangxi-radical radical-structural
夂:zhi3	夂				zhǐ	"walk slowly" component in Chinese characters / see also 冬字頭|冬字头[dong1 zi4 tou2]	处各条务路格备复	191		once:又+㇒	处=夂+卜|各=夂+口|条=夂+朩|务=夂+力|路=⻊+各|格=木+各|备=夂+田|复=𠂉+?		https://hanzicraft.com/dashboard/character/%E5%A4%82%E5%A4%84%E5%90%84%E6%9D%A1%E5%8A%A1%E8%B7%AF%E6%A0%BC%E5%A4%87%E5%A4%8D	kangxi-radical radical-structural
夕:xi1	夕				xī	evening	夕外多名罗岁梦奖	58	2000	once:勺×2	夕=勺|外=夕+卜|多=夕|名=夕+口|罗=罒+夕|岁=山+夕|梦=林+夕|奖=?+大		https://hanzicraft.com/dashboard/character/%E5%A4%95%E5%A4%95%E5%A4%96%E5%A4%9A%E5%90%8D%E7%BD%97%E5%B2%81%E6%A2%A6%E5%A5%96	kangxi-radical radical-structural
亅:jue2	亅				jué	hook	了事于小水丁竹	7			了=㇇+亅|事=?+亅|于=干+亅|小=亅+八|水=亅+?|丁=一+亅|竹=?+亅		https://hanzicraft.com/dashboard/character/%E4%BA%85%E4%BA%86%E4%BA%8B%E4%BA%8E%E5%B0%8F%E6%B0%B4%E4%B8%81%E7%AB%B9	kangxi-radical radical-structural
入:ru4	入				rù	enter	入籴汆肏糴	6	210	once:人×2	入=人|籴=入+米|汆=入+水|肏=入+肉|糴=籴+翟	Visually similar to 人 (rén, person) and 八 (bā, eight). 入 ('enter') has the right stroke crossing INSIDE; 人 has strokes meeting at a point; 八 has strokes going down/out.	https://hanzicraft.com/dashboard/character/%E5%85%A5%E5%85%A5%E7%B1%B4%E6%B1%86%E8%82%8F%E7%B3%B4	kangxi-radical radical-structural
夊:sui1	夊				suī	go slowly	夏			once:夂×2	夏=𦣻+夂		https://hanzicraft.com/dashboard/character/%E5%A4%8A%E5%A4%8F	kangxi-radical radical-structural
韭:jiu3	韭				jiǔ	leek	韱韲谶齑瀣籤纖齏	13	4214	once:非+一	韱=从+?|韲=?+韭|谶=讠+韱|齑=文+?|瀣=氵+韰|籤=⺮+韱|纖=糹+韱|齏=齊+韭		https://hanzicraft.com/dashboard/character/%E9%9F%AD%E9%9F%B1%E9%9F%B2%E8%B0%B6%E9%BD%91%E7%80%A3%E7%B1%A4%E7%BA%96%E9%BD%8F	kangxi-radical radical-rare
鬲:li4	鬲				lì	cauldron	鬶鬸融隔嗝镉鬻膈	15	6598		鬶=规+鬲|鬸=鬲+留|融=鬲+虫|隔=阝+鬲|嗝=口+鬲|镉=钅+鬲|鬻=粥+鬲|膈=月+鬲		https://hanzicraft.com/dashboard/character/%E9%AC%B2%E9%AC%B6%E9%AC%B8%E8%9E%8D%E9%9A%94%E5%97%9D%E9%95%89%E9%AC%BB%E8%86%88	kangxi-radical radical-rare
鹿:lu4	鹿				lù	deer	麃麋麉麟麓漉辘麝	42	2052		麃=鹿+灬|麋=鹿+米|麉=?+鹿|麟=鹿+粦|麓=林+鹿|漉=氵+鹿|辘=车+鹿|麝=鹿+射		https://hanzicraft.com/dashboard/character/%E9%B9%BF%E9%BA%83%E9%BA%8B%E9%BA%89%E9%BA%9F%E9%BA%93%E6%BC%89%E8%BE%98%E9%BA%9D	kangxi-radical radical-rare
麦:mai4	麦	麥			mài	wheat	麴麵麨麥麯麰麩麸	12	1169	once:龶+夂	麴=麥+匊|麵=麥+面|麨=麥+少|麥=來+夂|麯=麥+曲|麰=麥+牟|麩=麥+夫|麸=麦+夫	Traditional: 麥	https://hanzicraft.com/dashboard/character/%E9%BA%A6%E9%BA%B4%E9%BA%B5%E9%BA%A8%E9%BA%A5%E9%BA%AF%E9%BA%B0%E9%BA%A9%E9%BA%B8	kangxi-radical radical-rare
麻:ma2	麻				má	hemp	麼魔摩磨嘛麽靡蘑	22	1106	once:广+林	麼=麻+幺|魔=麻+鬼|摩=麻+手|磨=麻+石|嘛=口+麻|麽=麻+么|靡=麻+非|蘑=艹+磨		https://hanzicraft.com/dashboard/character/%E9%BA%BB%E9%BA%BC%E9%AD%94%E6%91%A9%E7%A3%A8%E5%98%9B%E9%BA%BD%E9%9D%A1%E8%98%91	kangxi-radical radical-rare
黾:min3	黾	黽			mǐn	frog	鼈黿鼂鼇鼉蠅繩竈	17	5178	once:口+电	鼈=敝+黽|黿=元+黽|鼂=日+?|鼇=敖+黽|鼉=吅+?|蠅=虫+黽|繩=糹+黽|竈=穴+?	Traditional: 黽	https://hanzicraft.com/dashboard/character/%E9%BB%BE%E9%BC%88%E9%BB%BF%E9%BC%82%E9%BC%87%E9%BC%89%E8%A0%85%E7%B9%A9%E7%AB%88	kangxi-radical radical-rare
鼠:shu3	鼠				shǔ	rat / mouse / CL:隻|只[zhi1]	鼢鼤鼹鼬鼩鼯鼷鼱	16	1691		鼢=鼠+分|鼤=鼠+文|鼹=鼠+晏|鼬=鼠+由|鼩=鼠+句|鼯=鼠+吾|鼷=鼠+奚|鼱=鼠+青		https://hanzicraft.com/dashboard/character/%E9%BC%A0%E9%BC%A2%E9%BC%A4%E9%BC%B9%E9%BC%AC%E9%BC%A9%E9%BC%AF%E9%BC%B7%E9%BC%B1	kangxi-radical radical-rare
鬼:gui3	鬼				guǐ	ghost	魂魄魅魇魔魁魏	32	1040		魂=云+鬼|魄=白+鬼|魅=鬼+未|魇=厌+鬼|魔=麻+鬼|魁=鬼+斗|魏=委+鬼		https://hanzicraft.com/dashboard/character/%E9%AC%BC%E9%AD%82%E9%AD%84%E9%AD%85%E9%AD%87%E9%AD%94%E9%AD%81%E9%AD%8F	kangxi-radical radical-rare
鼓:gu3	鼓				gǔ	drum	鼗鼘鼙瞽臌鼖	9	1121	once:壴+支	鼗=兆+鼓|鼘=鼓+𣶒|鼙=鼓+卑|瞽=鼓+目|臌=月+鼓|鼖=卉+鼓		https://hanzicraft.com/dashboard/character/%E9%BC%93%E9%BC%97%E9%BC%98%E9%BC%99%E7%9E%BD%E8%87%8C%E9%BC%96	kangxi-radical radical-rare
鼻:bi2	鼻				bí	nose	鼾擤濞劓齁齆	8	1333	once:自+畀	鼾=鼻+干|擤=扌+鼻|濞=氵+鼻|劓=鼻+刂|齁=鼻+句|齆=鼻+邕		https://hanzicraft.com/dashboard/character/%E9%BC%BB%E9%BC%BE%E6%93%A4%E6%BF%9E%E5%8A%93%E9%BD%81%E9%BD%86	kangxi-radical radical-rare
鼎:ding3	鼎				dǐng	tripod	鼏鼐	5	2351	once:𤕰+目	鼏=冖+鼎|鼐=乃+鼎		https://hanzicraft.com/dashboard/character/%E9%BC%8E%E9%BC%8F%E9%BC%90	kangxi-radical radical-rare
鬥:dou4	鬥				dòu	fight	鬧	1	580	once:𩰋×2	鬧=鬥+市		https://hanzicraft.com/dashboard/character/%E9%AC%A5%E9%AC%A7	kangxi-radical radical-rare
鬯:chang4	鬯				chàng	sacrificial wine	鬱	2	5510		鬱=?+?		https://hanzicraft.com/dashboard/character/%E9%AC%AF%E9%AC%B1	kangxi-radical radical-rare
黍:shu3	黍				shǔ	millet		1	5040	once:禾+氽			https://hanzicraft.com/dashboard/character/%E9%BB%8D	kangxi-radical radical-rare
